instance.yaml
kiva v0.2.0-0-g98c829f
Copyright (C) 2012-2014 Big Ladder Software
Web: www.bigladdersoftware.com

Starting Program: 2014-Jun-24 18:22:33.450294
Creating Domain...
Initializing Temperatures...
Beginning Simulation...
2097-Apr-22 17:18:00 (30.8%)
2097-Apr-22 18:43:00 (30.8%)
2097-Apr-22 20:08:00 (30.8%)
2097-Apr-22 21:33:00 (30.8%)
2097-Apr-22 22:58:00 (30.9%)
2097-Apr-23 00:23:00 (30.9%)
2097-Apr-23 01:49:00 (30.9%)
2097-Apr-23 03:14:00 (30.9%)
2097-Apr-23 04:39:00 (30.9%)
2097-Apr-23 06:04:00 (30.9%)
2097-Apr-23 07:29:00 (31%)
2097-Apr-23 08:54:00 (31%)
2097-Apr-23 10:19:00 (31%)
2097-Apr-23 11:44:00 (31%)
2097-Apr-23 13:09:00 (31%)
2097-Apr-23 14:35:00 (31%)
2097-Apr-23 16:00:00 (31.1%)
2097-Apr-23 17:25:00 (31.1%)
2097-Apr-23 18:50:00 (31.1%)
2097-Apr-23 20:15:00 (31.1%)
2097-Apr-23 21:40:00 (31.1%)
2097-Apr-23 23:05:00 (31.1%)
2097-Apr-24 00:30:00 (31.2%)
2097-Apr-24 01:56:00 (31.2%)
2097-Apr-24 03:21:00 (31.2%)
2097-Apr-24 04:46:00 (31.2%)
2097-Apr-24 06:11:00 (31.2%)
2097-Apr-24 07:36:00 (31.2%)
2097-Apr-24 09:01:00 (31.3%)
2097-Apr-24 10:26:00 (31.3%)
2097-Apr-24 11:51:00 (31.3%)
2097-Apr-24 13:16:00 (31.3%)
2097-Apr-24 14:42:00 (31.3%)
2097-Apr-24 16:07:00 (31.3%)
2097-Apr-24 17:32:00 (31.3%)
2097-Apr-24 18:57:00 (31.4%)
2097-Apr-24 20:22:00 (31.4%)
2097-Apr-24 21:47:00 (31.4%)
2097-Apr-24 23:12:00 (31.4%)
2097-Apr-25 00:37:00 (31.4%)
2097-Apr-25 02:03:00 (31.4%)
2097-Apr-25 03:28:00 (31.5%)
2097-Apr-25 04:53:00 (31.5%)
2097-Apr-25 06:18:00 (31.5%)
2097-Apr-25 07:43:00 (31.5%)
2097-Apr-25 09:08:00 (31.5%)
2097-Apr-25 10:33:00 (31.5%)
2097-Apr-25 11:58:00 (31.6%)
2097-Apr-25 13:23:00 (31.6%)
2097-Apr-25 14:48:00 (31.6%)
2097-Apr-25 16:14:00 (31.6%)
2097-Apr-25 17:39:00 (31.6%)
2097-Apr-25 19:04:00 (31.6%)
2097-Apr-25 20:29:00 (31.7%)
2097-Apr-25 21:54:00 (31.7%)
2097-Apr-25 23:19:00 (31.7%)
2097-Apr-26 00:44:00 (31.7%)
2097-Apr-26 02:09:00 (31.7%)
2097-Apr-26 03:34:00 (31.7%)
2097-Apr-26 04:59:00 (31.8%)
2097-Apr-26 06:25:00 (31.8%)
2097-Apr-26 07:50:00 (31.8%)
2097-Apr-26 09:15:00 (31.8%)
2097-Apr-26 10:40:00 (31.8%)
2097-Apr-26 12:05:00 (31.8%)
2097-Apr-26 13:30:00 (31.8%)
2097-Apr-26 14:55:00 (31.9%)
2097-Apr-26 16:20:00 (31.9%)
2097-Apr-26 17:45:00 (31.9%)
2097-Apr-26 19:11:00 (31.9%)
2097-Apr-26 20:36:00 (31.9%)
2097-Apr-26 22:01:00 (31.9%)
2097-Apr-26 23:26:00 (32%)
2097-Apr-27 00:51:00 (32%)
2097-Apr-27 02:16:00 (32%)
2097-Apr-27 03:41:00 (32%)
2097-Apr-27 05:06:00 (32%)
2097-Apr-27 06:31:00 (32%)
2097-Apr-27 07:57:00 (32.1%)
2097-Apr-27 09:22:00 (32.1%)
2097-Apr-27 10:47:00 (32.1%)
2097-Apr-27 12:12:00 (32.1%)
2097-Apr-27 13:37:00 (32.1%)
2097-Apr-27 15:02:00 (32.1%)
2097-Apr-27 16:27:00 (32.2%)
2097-Apr-27 17:52:00 (32.2%)
2097-Apr-27 19:17:00 (32.2%)
2097-Apr-27 20:43:00 (32.2%)
2097-Apr-27 22:08:00 (32.2%)
2097-Apr-27 23:33:00 (32.2%)
2097-Apr-28 00:58:00 (32.3%)
2097-Apr-28 02:23:00 (32.3%)
2097-Apr-28 03:48:00 (32.3%)
2097-Apr-28 05:13:00 (32.3%)
2097-Apr-28 06:38:00 (32.3%)
2097-Apr-28 08:03:00 (32.3%)
2097-Apr-28 09:29:00 (32.3%)
2097-Apr-28 10:54:00 (32.4%)
2097-Apr-28 12:19:00 (32.4%)
2097-Apr-28 13:44:00 (32.4%)
2097-Apr-28 15:09:00 (32.4%)
2097-Apr-28 16:34:00 (32.4%)
2097-Apr-28 17:59:00 (32.4%)
2097-Apr-28 19:24:00 (32.5%)
2097-Apr-28 20:50:00 (32.5%)
2097-Apr-28 22:15:00 (32.5%)
2097-Apr-28 23:40:00 (32.5%)
2097-Apr-29 01:05:00 (32.5%)
2097-Apr-29 02:30:00 (32.5%)
2097-Apr-29 03:55:00 (32.6%)
2097-Apr-29 05:20:00 (32.6%)
2097-Apr-29 06:45:00 (32.6%)
2097-Apr-29 08:10:00 (32.6%)
2097-Apr-29 09:36:00 (32.6%)
2097-Apr-29 11:01:00 (32.6%)
2097-Apr-29 12:26:00 (32.7%)
2097-Apr-29 13:51:00 (32.7%)
2097-Apr-29 15:16:00 (32.7%)
2097-Apr-29 16:41:00 (32.7%)
2097-Apr-29 18:06:00 (32.7%)
2097-Apr-29 19:31:00 (32.7%)
2097-Apr-29 20:57:00 (32.8%)
2097-Apr-29 22:22:00 (32.8%)
2097-Apr-29 23:47:00 (32.8%)
2097-Apr-30 01:12:00 (32.8%)
2097-Apr-30 02:37:00 (32.8%)
2097-Apr-30 04:02:00 (32.8%)
2097-Apr-30 05:27:00 (32.8%)
2097-Apr-30 06:52:00 (32.9%)
2097-Apr-30 08:17:00 (32.9%)
2097-Apr-30 09:43:00 (32.9%)
2097-Apr-30 11:08:00 (32.9%)
2097-Apr-30 12:33:00 (32.9%)
2097-Apr-30 13:58:00 (32.9%)
2097-Apr-30 15:23:00 (33%)
2097-Apr-30 16:48:00 (33%)
2097-Apr-30 18:13:00 (33%)
2097-Apr-30 19:38:00 (33%)
2097-Apr-30 21:03:00 (33%)
2097-Apr-30 22:28:00 (33%)
2097-Apr-30 23:54:00 (33.1%)
2097-May-01 01:19:00 (33.1%)
2097-May-01 02:44:00 (33.1%)
2097-May-01 04:09:00 (33.1%)
2097-May-01 05:34:00 (33.1%)
2097-May-01 06:59:00 (33.1%)
2097-May-01 08:24:00 (33.2%)
2097-May-01 09:49:00 (33.2%)
2097-May-01 11:15:00 (33.2%)
2097-May-01 12:40:00 (33.2%)
2097-May-01 14:05:00 (33.2%)
2097-May-01 15:30:00 (33.2%)
2097-May-01 16:55:00 (33.3%)
2097-May-01 18:20:00 (33.3%)
2097-May-01 19:45:00 (33.3%)
2097-May-01 21:10:00 (33.3%)
2097-May-01 22:35:00 (33.3%)
2097-May-02 00:01:00 (33.3%)
2097-May-02 01:26:00 (33.3%)
2097-May-02 02:51:00 (33.4%)
2097-May-02 04:16:00 (33.4%)
2097-May-02 05:41:00 (33.4%)
2097-May-02 07:06:00 (33.4%)
2097-May-02 08:31:00 (33.4%)
2097-May-02 09:56:00 (33.4%)
2097-May-02 11:22:00 (33.5%)
2097-May-02 12:47:00 (33.5%)
2097-May-02 14:12:00 (33.5%)
2097-May-02 15:37:00 (33.5%)
2097-May-02 17:02:00 (33.5%)
2097-May-02 18:27:00 (33.5%)
2097-May-02 19:52:00 (33.6%)
2097-May-02 21:17:00 (33.6%)
2097-May-02 22:42:00 (33.6%)
2097-May-03 00:08:00 (33.6%)
2097-May-03 01:33:00 (33.6%)
2097-May-03 02:58:00 (33.6%)
2097-May-03 04:23:00 (33.7%)
2097-May-03 05:48:00 (33.7%)
2097-May-03 07:13:00 (33.7%)
2097-May-03 08:38:00 (33.7%)
2097-May-03 10:03:00 (33.7%)
2097-May-03 11:28:00 (33.7%)
2097-May-03 12:54:00 (33.8%)
2097-May-03 14:19:00 (33.8%)
2097-May-03 15:44:00 (33.8%)
2097-May-03 17:09:00 (33.8%)
2097-May-03 18:34:00 (33.8%)
2097-May-03 19:59:00 (33.8%)
2097-May-03 21:24:00 (33.9%)
2097-May-03 22:49:00 (33.9%)
2097-May-04 00:14:00 (33.9%)
2097-May-04 01:40:00 (33.9%)
2097-May-04 03:05:00 (33.9%)
2097-May-04 04:30:00 (33.9%)
2097-May-04 05:55:00 (33.9%)
2097-May-04 07:20:00 (34%)
2097-May-04 08:45:00 (34%)
2097-May-04 10:10:00 (34%)
2097-May-04 11:35:00 (34%)
2097-May-04 13:01:00 (34%)
2097-May-04 14:26:00 (34%)
2097-May-04 15:51:00 (34.1%)
2097-May-04 17:16:00 (34.1%)
2097-May-04 18:41:00 (34.1%)
2097-May-04 20:06:00 (34.1%)
2097-May-04 21:31:00 (34.1%)
2097-May-04 22:56:00 (34.1%)
2097-May-05 00:22:00 (34.2%)
2097-May-05 01:47:00 (34.2%)
2097-May-05 03:12:00 (34.2%)
2097-May-05 04:37:00 (34.2%)
2097-May-05 06:02:00 (34.2%)
2097-May-05 07:27:00 (34.2%)
2097-May-05 08:52:00 (34.3%)
2097-May-05 10:17:00 (34.3%)
2097-May-05 11:42:00 (34.3%)
2097-May-05 13:08:00 (34.3%)
2097-May-05 14:33:00 (34.3%)
2097-May-05 15:58:00 (34.3%)
2097-May-05 17:23:00 (34.4%)
2097-May-05 18:48:00 (34.4%)
2097-May-05 20:13:00 (34.4%)
2097-May-05 21:38:00 (34.4%)
2097-May-05 23:03:00 (34.4%)
2097-May-06 00:28:00 (34.4%)
2097-May-06 01:54:00 (34.4%)
2097-May-06 03:19:00 (34.5%)
2097-May-06 04:44:00 (34.5%)
2097-May-06 06:09:00 (34.5%)
2097-May-06 07:34:00 (34.5%)
2097-May-06 08:59:00 (34.5%)
2097-May-06 10:24:00 (34.5%)
2097-May-06 11:49:00 (34.6%)
2097-May-06 13:15:00 (34.6%)
2097-May-06 14:40:00 (34.6%)
2097-May-06 16:05:00 (34.6%)
2097-May-06 17:30:00 (34.6%)
2097-May-06 18:55:00 (34.6%)
2097-May-06 20:20:00 (34.7%)
2097-May-06 21:45:00 (34.7%)
2097-May-06 23:10:00 (34.7%)
2097-May-07 00:35:00 (34.7%)
2097-May-07 02:01:00 (34.7%)
2097-May-07 03:26:00 (34.7%)
2097-May-07 04:51:00 (34.8%)
2097-May-07 06:16:00 (34.8%)
2097-May-07 07:41:00 (34.8%)
2097-May-07 09:06:00 (34.8%)
2097-May-07 10:31:00 (34.8%)
2097-May-07 11:56:00 (34.8%)
2097-May-07 13:22:00 (34.9%)
2097-May-07 14:47:00 (34.9%)
2097-May-07 16:12:00 (34.9%)
2097-May-07 17:37:00 (34.9%)
2097-May-07 19:02:00 (34.9%)
2097-May-07 20:27:00 (34.9%)
2097-May-07 21:52:00 (34.9%)
2097-May-07 23:17:00 (35%)
2097-May-08 00:42:00 (35%)
2097-May-08 02:08:00 (35%)
2097-May-08 03:33:00 (35%)
2097-May-08 04:58:00 (35%)
2097-May-08 06:23:00 (35%)
2097-May-08 07:48:00 (35.1%)
2097-May-08 09:13:00 (35.1%)
2097-May-08 10:38:00 (35.1%)
2097-May-08 12:03:00 (35.1%)
2097-May-08 13:29:00 (35.1%)
2097-May-08 14:54:00 (35.1%)
2097-May-08 16:19:00 (35.2%)
2097-May-08 17:44:00 (35.2%)
2097-May-08 19:09:00 (35.2%)
2097-May-08 20:34:00 (35.2%)
2097-May-08 21:59:00 (35.2%)
2097-May-08 23:24:00 (35.2%)
2097-May-09 00:49:00 (35.3%)
2097-May-09 02:14:00 (35.3%)
2097-May-09 03:40:00 (35.3%)
2097-May-09 05:05:00 (35.3%)
2097-May-09 06:30:00 (35.3%)
2097-May-09 07:55:00 (35.3%)
2097-May-09 09:20:00 (35.4%)
2097-May-09 10:45:00 (35.4%)
2097-May-09 12:10:00 (35.4%)
2097-May-09 13:35:00 (35.4%)
2097-May-09 15:01:00 (35.4%)
2097-May-09 16:26:00 (35.4%)
2097-May-09 17:51:00 (35.4%)
2097-May-09 19:16:00 (35.5%)
2097-May-09 20:41:00 (35.5%)
2097-May-09 22:06:00 (35.5%)
2097-May-09 23:31:00 (35.5%)
2097-May-10 00:56:00 (35.5%)
2097-May-10 02:22:00 (35.5%)
2097-May-10 03:47:00 (35.6%)
2097-May-10 05:12:00 (35.6%)
2097-May-10 06:37:00 (35.6%)
2097-May-10 08:02:00 (35.6%)
2097-May-10 09:27:00 (35.6%)
2097-May-10 10:52:00 (35.6%)
2097-May-10 12:17:00 (35.7%)
2097-May-10 13:43:00 (35.7%)
2097-May-10 15:08:00 (35.7%)
2097-May-10 16:33:00 (35.7%)
2097-May-10 17:58:00 (35.7%)
2097-May-10 19:23:00 (35.7%)
2097-May-10 20:48:00 (35.8%)
2097-May-10 22:13:00 (35.8%)
2097-May-10 23:38:00 (35.8%)
2097-May-11 01:03:00 (35.8%)
2097-May-11 02:29:00 (35.8%)
2097-May-11 03:54:00 (35.8%)
2097-May-11 05:19:00 (35.9%)
2097-May-11 06:44:00 (35.9%)
2097-May-11 08:09:00 (35.9%)
2097-May-11 09:34:00 (35.9%)
2097-May-11 10:59:00 (35.9%)
2097-May-11 12:24:00 (35.9%)
2097-May-11 13:49:00 (35.9%)
2097-May-11 15:15:00 (36%)
2097-May-11 16:40:00 (36%)
2097-May-11 18:05:00 (36%)
2097-May-11 19:30:00 (36%)
2097-May-11 20:55:00 (36%)
2097-May-11 22:20:00 (36%)
2097-May-11 23:45:00 (36.1%)
2097-May-12 01:10:00 (36.1%)
2097-May-12 02:35:00 (36.1%)
2097-May-12 04:01:00 (36.1%)
2097-May-12 05:26:00 (36.1%)
2097-May-12 06:51:00 (36.1%)
2097-May-12 08:16:00 (36.2%)
2097-May-12 09:41:00 (36.2%)
2097-May-12 11:06:00 (36.2%)
2097-May-12 12:31:00 (36.2%)
2097-May-12 13:56:00 (36.2%)
2097-May-12 15:22:00 (36.2%)
2097-May-12 16:47:00 (36.3%)
2097-May-12 18:12:00 (36.3%)
2097-May-12 19:37:00 (36.3%)
2097-May-12 21:02:00 (36.3%)
2097-May-12 22:27:00 (36.3%)
2097-May-12 23:52:00 (36.3%)
2097-May-13 01:17:00 (36.4%)
2097-May-13 02:43:00 (36.4%)
2097-May-13 04:08:00 (36.4%)
2097-May-13 05:33:00 (36.4%)
2097-May-13 06:58:00 (36.4%)
2097-May-13 08:23:00 (36.4%)
2097-May-13 09:48:00 (36.5%)
2097-May-13 11:13:00 (36.5%)
2097-May-13 12:38:00 (36.5%)
2097-May-13 14:03:00 (36.5%)
2097-May-13 15:29:00 (36.5%)
2097-May-13 16:54:00 (36.5%)
2097-May-13 18:19:00 (36.5%)
2097-May-13 19:44:00 (36.6%)
2097-May-13 21:09:00 (36.6%)
2097-May-13 22:34:00 (36.6%)
2097-May-13 23:59:00 (36.6%)
2097-May-14 01:24:00 (36.6%)
2097-May-14 02:49:00 (36.6%)
2097-May-14 04:14:00 (36.7%)
2097-May-14 05:40:00 (36.7%)
2097-May-14 07:05:00 (36.7%)
2097-May-14 08:30:00 (36.7%)
2097-May-14 09:55:00 (36.7%)
2097-May-14 11:20:00 (36.7%)
2097-May-14 12:45:00 (36.8%)
2097-May-14 14:10:00 (36.8%)
2097-May-14 15:36:00 (36.8%)
2097-May-14 17:01:00 (36.8%)
2097-May-14 18:26:00 (36.8%)
2097-May-14 19:51:00 (36.8%)
2097-May-14 21:16:00 (36.9%)
2097-May-14 22:41:00 (36.9%)
2097-May-15 00:06:00 (36.9%)
2097-May-15 01:31:00 (36.9%)
2097-May-15 02:57:00 (36.9%)
2097-May-15 04:22:00 (36.9%)
2097-May-15 05:47:00 (37%)
2097-May-15 07:12:00 (37%)
2097-May-15 08:37:00 (37%)
2097-May-15 10:02:00 (37%)
2097-May-15 11:27:00 (37%)
2097-May-15 12:52:00 (37%)
2097-May-15 14:17:00 (37%)
2097-May-15 15:43:00 (37.1%)
2097-May-15 17:08:00 (37.1%)
2097-May-15 18:33:00 (37.1%)
2097-May-15 19:58:00 (37.1%)
2097-May-15 21:23:00 (37.1%)
2097-May-15 22:48:00 (37.1%)
2097-May-16 00:13:00 (37.2%)
2097-May-16 01:39:00 (37.2%)
2097-May-16 03:04:00 (37.2%)
2097-May-16 04:29:00 (37.2%)
2097-May-16 05:54:00 (37.2%)
2097-May-16 07:19:00 (37.2%)
2097-May-16 08:44:00 (37.3%)
2097-May-16 10:09:00 (37.3%)
2097-May-16 11:34:00 (37.3%)
2097-May-16 13:00:00 (37.3%)
2097-May-16 14:25:00 (37.3%)
2097-May-16 15:50:00 (37.3%)
2097-May-16 17:15:00 (37.4%)
2097-May-16 18:40:00 (37.4%)
2097-May-16 20:05:00 (37.4%)
2097-May-16 21:30:00 (37.4%)
2097-May-16 22:55:00 (37.4%)
2097-May-17 00:20:00 (37.4%)
2097-May-17 01:46:00 (37.5%)
2097-May-17 03:11:00 (37.5%)
2097-May-17 04:36:00 (37.5%)
2097-May-17 06:01:00 (37.5%)
2097-May-17 07:26:00 (37.5%)
2097-May-17 08:51:00 (37.5%)
2097-May-17 10:16:00 (37.5%)
2097-May-17 11:41:00 (37.6%)
2097-May-17 13:07:00 (37.6%)
2097-May-17 14:32:00 (37.6%)
2097-May-17 15:57:00 (37.6%)
2097-May-17 17:22:00 (37.6%)
2097-May-17 18:47:00 (37.6%)
2097-May-17 20:12:00 (37.7%)
2097-May-17 21:37:00 (37.7%)
2097-May-17 23:03:00 (37.7%)
2097-May-18 00:28:00 (37.7%)
2097-May-18 01:53:00 (37.7%)
2097-May-18 03:18:00 (37.7%)
2097-May-18 04:43:00 (37.8%)
2097-May-18 06:08:00 (37.8%)
2097-May-18 07:33:00 (37.8%)
2097-May-18 08:58:00 (37.8%)
2097-May-18 10:24:00 (37.8%)
2097-May-18 11:49:00 (37.8%)
2097-May-18 13:14:00 (37.9%)
2097-May-18 14:39:00 (37.9%)
2097-May-18 16:04:00 (37.9%)
2097-May-18 17:29:00 (37.9%)
2097-May-18 18:54:00 (37.9%)
2097-May-18 20:19:00 (37.9%)
2097-May-18 21:45:00 (38%)
2097-May-18 23:10:00 (38%)
2097-May-19 00:35:00 (38%)
2097-May-19 02:00:00 (38%)
2097-May-19 03:25:00 (38%)
2097-May-19 04:50:00 (38%)
2097-May-19 06:15:00 (38%)
2097-May-19 07:40:00 (38.1%)
2097-May-19 09:06:00 (38.1%)
2097-May-19 10:31:00 (38.1%)
2097-May-19 11:56:00 (38.1%)
2097-May-19 13:21:00 (38.1%)
2097-May-19 14:46:00 (38.1%)
2097-May-19 16:11:00 (38.2%)
2097-May-19 17:36:00 (38.2%)
2097-May-19 19:01:00 (38.2%)
2097-May-19 20:27:00 (38.2%)
2097-May-19 21:52:00 (38.2%)
2097-May-19 23:17:00 (38.2%)
2097-May-20 00:42:00 (38.3%)
2097-May-20 02:07:00 (38.3%)
2097-May-20 03:32:00 (38.3%)
2097-May-20 04:57:00 (38.3%)
2097-May-20 06:22:00 (38.3%)
2097-May-20 07:48:00 (38.3%)
2097-May-20 09:13:00 (38.4%)
2097-May-20 10:38:00 (38.4%)
2097-May-20 12:03:00 (38.4%)
2097-May-20 13:28:00 (38.4%)
2097-May-20 14:53:00 (38.4%)
2097-May-20 16:18:00 (38.4%)
2097-May-20 17:43:00 (38.5%)
2097-May-20 19:09:00 (38.5%)
2097-May-20 20:34:00 (38.5%)
2097-May-20 21:59:00 (38.5%)
2097-May-20 23:24:00 (38.5%)
2097-May-21 00:49:00 (38.5%)
2097-May-21 02:14:00 (38.6%)
2097-May-21 03:39:00 (38.6%)
2097-May-21 05:05:00 (38.6%)
2097-May-21 06:30:00 (38.6%)
2097-May-21 07:55:00 (38.6%)
2097-May-21 09:20:00 (38.6%)
2097-May-21 10:45:00 (38.6%)
2097-May-21 12:10:00 (38.7%)
2097-May-21 13:35:00 (38.7%)
2097-May-21 15:00:00 (38.7%)
2097-May-21 16:26:00 (38.7%)
2097-May-21 17:51:00 (38.7%)
2097-May-21 19:16:00 (38.7%)
2097-May-21 20:41:00 (38.8%)
2097-May-21 22:06:00 (38.8%)
2097-May-21 23:31:00 (38.8%)
2097-May-22 00:56:00 (38.8%)
2097-May-22 02:21:00 (38.8%)
2097-May-22 03:46:00 (38.8%)
2097-May-22 05:12:00 (38.9%)
2097-May-22 06:37:00 (38.9%)
2097-May-22 08:02:00 (38.9%)
2097-May-22 09:27:00 (38.9%)
2097-May-22 10:52:00 (38.9%)
2097-May-22 12:17:00 (38.9%)
2097-May-22 13:42:00 (39%)
2097-May-22 15:07:00 (39%)
2097-May-22 16:33:00 (39%)
2097-May-22 17:58:00 (39%)
2097-May-22 19:23:00 (39%)
2097-May-22 20:48:00 (39%)
2097-May-22 22:13:00 (39.1%)
2097-May-22 23:38:00 (39.1%)
2097-May-23 01:03:00 (39.1%)
2097-May-23 02:28:00 (39.1%)
2097-May-23 03:54:00 (39.1%)
2097-May-23 05:19:00 (39.1%)
2097-May-23 06:44:00 (39.1%)
2097-May-23 08:09:00 (39.2%)
2097-May-23 09:34:00 (39.2%)
2097-May-23 10:59:00 (39.2%)
2097-May-23 12:24:00 (39.2%)
2097-May-23 13:49:00 (39.2%)
2097-May-23 15:15:00 (39.2%)
2097-May-23 16:40:00 (39.3%)
2097-May-23 18:05:00 (39.3%)
2097-May-23 19:30:00 (39.3%)
2097-May-23 20:55:00 (39.3%)
2097-May-23 22:20:00 (39.3%)
2097-May-23 23:45:00 (39.3%)
2097-May-24 01:09:00 (39.4%)
2097-May-24 02:33:00 (39.4%)
2097-May-24 03:57:00 (39.4%)
2097-May-24 05:22:00 (39.4%)
2097-May-24 06:47:00 (39.4%)
2097-May-24 08:11:00 (39.4%)
2097-May-24 09:37:00 (39.5%)
2097-May-24 11:02:00 (39.5%)
2097-May-24 12:27:00 (39.5%)
2097-May-24 13:52:00 (39.5%)
2097-May-24 15:17:00 (39.5%)
2097-May-24 16:42:00 (39.5%)
2097-May-24 18:07:00 (39.6%)
2097-May-24 19:32:00 (39.6%)
2097-May-24 20:57:00 (39.6%)
2097-May-24 22:22:00 (39.6%)
2097-May-24 23:48:00 (39.6%)
2097-May-25 01:13:00 (39.6%)
2097-May-25 02:38:00 (39.6%)
2097-May-25 04:03:00 (39.7%)
2097-May-25 05:28:00 (39.7%)
2097-May-25 06:53:00 (39.7%)
2097-May-25 08:18:00 (39.7%)
2097-May-25 09:43:00 (39.7%)
2097-May-25 11:08:00 (39.7%)
2097-May-25 12:34:00 (39.8%)
2097-May-25 13:59:00 (39.8%)
2097-May-25 15:24:00 (39.8%)
2097-May-25 16:49:00 (39.8%)
2097-May-25 18:14:00 (39.8%)
2097-May-25 19:39:00 (39.8%)
2097-May-25 21:04:00 (39.9%)
2097-May-25 22:29:00 (39.9%)
2097-May-25 23:55:00 (39.9%)
2097-May-26 01:20:00 (39.9%)
2097-May-26 02:45:00 (39.9%)
2097-May-26 04:10:00 (39.9%)
2097-May-26 05:35:00 (40%)
2097-May-26 07:00:00 (40%)
2097-May-26 08:25:00 (40%)
2097-May-26 09:50:00 (40%)
2097-May-26 11:16:00 (40%)
2097-May-26 12:41:00 (40%)
2097-May-26 14:06:00 (40.1%)
2097-May-26 15:31:00 (40.1%)
2097-May-26 16:56:00 (40.1%)
2097-May-26 18:21:00 (40.1%)
2097-May-26 19:46:00 (40.1%)
2097-May-26 21:11:00 (40.1%)
2097-May-26 22:37:00 (40.1%)
2097-May-27 00:02:00 (40.2%)
2097-May-27 01:27:00 (40.2%)
2097-May-27 02:52:00 (40.2%)
2097-May-27 04:17:00 (40.2%)
2097-May-27 05:42:00 (40.2%)
2097-May-27 07:07:00 (40.2%)
2097-May-27 08:32:00 (40.3%)
2097-May-27 09:57:00 (40.3%)
2097-May-27 11:23:00 (40.3%)
2097-May-27 12:48:00 (40.3%)
2097-May-27 14:13:00 (40.3%)
2097-May-27 15:38:00 (40.3%)
2097-May-27 17:03:00 (40.4%)
2097-May-27 18:28:00 (40.4%)
2097-May-27 19:53:00 (40.4%)
2097-May-27 21:19:00 (40.4%)
2097-May-27 22:44:00 (40.4%)
2097-May-28 00:09:00 (40.4%)
2097-May-28 01:34:00 (40.5%)
2097-May-28 02:59:00 (40.5%)
2097-May-28 04:24:00 (40.5%)
2097-May-28 05:49:00 (40.5%)
2097-May-28 07:14:00 (40.5%)
2097-May-28 08:40:00 (40.5%)
2097-May-28 10:05:00 (40.6%)
2097-May-28 11:30:00 (40.6%)
2097-May-28 12:55:00 (40.6%)
2097-May-28 14:20:00 (40.6%)
2097-May-28 15:45:00 (40.6%)
2097-May-28 17:10:00 (40.6%)
2097-May-28 18:35:00 (40.6%)
2097-May-28 20:01:00 (40.7%)
2097-May-28 21:26:00 (40.7%)
2097-May-28 22:51:00 (40.7%)
2097-May-29 00:16:00 (40.7%)
2097-May-29 01:41:00 (40.7%)
2097-May-29 03:06:00 (40.7%)
2097-May-29 04:31:00 (40.8%)
2097-May-29 05:56:00 (40.8%)
2097-May-29 07:22:00 (40.8%)
2097-May-29 08:47:00 (40.8%)
2097-May-29 10:12:00 (40.8%)
2097-May-29 11:37:00 (40.8%)
2097-May-29 13:02:00 (40.9%)
2097-May-29 14:27:00 (40.9%)
2097-May-29 15:52:00 (40.9%)
2097-May-29 17:18:00 (40.9%)
2097-May-29 18:43:00 (40.9%)
2097-May-29 20:08:00 (40.9%)
2097-May-29 21:33:00 (41%)
2097-May-29 22:58:00 (41%)
2097-May-30 00:23:00 (41%)
2097-May-30 01:48:00 (41%)
2097-May-30 03:13:00 (41%)
2097-May-30 04:38:00 (41%)
2097-May-30 06:03:00 (41.1%)
2097-May-30 07:29:00 (41.1%)
2097-May-30 08:54:00 (41.1%)
2097-May-30 10:19:00 (41.1%)
2097-May-30 11:44:00 (41.1%)
2097-May-30 13:09:00 (41.1%)
2097-May-30 14:34:00 (41.1%)
2097-May-30 15:59:00 (41.2%)
2097-May-30 17:25:00 (41.2%)
2097-May-30 18:50:00 (41.2%)
2097-May-30 20:15:00 (41.2%)
2097-May-30 21:40:00 (41.2%)
2097-May-30 23:05:00 (41.2%)
2097-May-31 00:30:00 (41.3%)
2097-May-31 01:55:00 (41.3%)
2097-May-31 03:20:00 (41.3%)
2097-May-31 04:46:00 (41.3%)
2097-May-31 06:11:00 (41.3%)
2097-May-31 07:36:00 (41.3%)
2097-May-31 09:01:00 (41.4%)
2097-May-31 10:26:00 (41.4%)
2097-May-31 11:51:00 (41.4%)
2097-May-31 13:16:00 (41.4%)
2097-May-31 14:41:00 (41.4%)
2097-May-31 16:07:00 (41.4%)
2097-May-31 17:32:00 (41.5%)
2097-May-31 18:57:00 (41.5%)
2097-May-31 20:22:00 (41.5%)
2097-May-31 21:47:00 (41.5%)
2097-May-31 23:12:00 (41.5%)
2097-Jun-01 00:37:00 (41.5%)
2097-Jun-01 02:03:00 (41.6%)
2097-Jun-01 03:28:00 (41.6%)
2097-Jun-01 04:53:00 (41.6%)
2097-Jun-01 06:18:00 (41.6%)
2097-Jun-01 07:43:00 (41.6%)
2097-Jun-01 09:08:00 (41.6%)
2097-Jun-01 10:33:00 (41.7%)
2097-Jun-01 11:58:00 (41.7%)
2097-Jun-01 13:24:00 (41.7%)
2097-Jun-01 14:49:00 (41.7%)
2097-Jun-01 16:14:00 (41.7%)
2097-Jun-01 17:39:00 (41.7%)
2097-Jun-01 19:04:00 (41.7%)
2097-Jun-01 20:29:00 (41.8%)
2097-Jun-01 21:54:00 (41.8%)
2097-Jun-01 23:19:00 (41.8%)
2097-Jun-02 00:45:00 (41.8%)
2097-Jun-02 02:10:00 (41.8%)
